pi_1,pi_2,pi_3,pi_4
0.10417253133147036,0.013806827727359368,0.0013009391873593334,0.880719701753811
0.011270524239421171,0.1177983533685269,0.11199992694608481,0.758931195445967
0.08248617299994734,0.008976782951107687,0.3978487786151821,0.5106882654337629
0.0075235440614279244,0.10566616835658453,0.16496562281805477,0.7218446647639328
0.06361593392054113,0.03278664059003429,0.09763447062180901,0.8059629548676156
0.052275005034005326,0.000291173132663174,0.006835267067246684,0.9405985547660848
0.039875857160955576,0.04714218102927783,0.051954040451237485,0.8610279213585291
0.17508420923455154,0.036232516800553116,0.014787627902811894,0.7738956460620835
0.003289679563378735,0.06388459070467738,0.2694580303619587,0.663367699369985
0.03617675343447202,0.028111009769837787,0.05814484435132986,0.8775673924443603
0.009740236049122811,0.055089897231017246,0.20598886879863804,0.7291809979212219
0.21499787055413713,0.06022209328079598,0.1613572191034123,0.5634228170616546
0.0011739008115452731,0.08848981002002726,0.22620913907013515,0.6841271500982924
0.027392102389785053,0.02414734876485896,0.0030130099926586234,0.9454475388526974
0.04601347929514238,0.01849429854283261,0.016388409369586777,0.9191038127924381
0.035269411116620304,0.21778128028538143,0.0026190444440223155,0.7443302641539761
0.03246388660951326,0.08886357694397676,0.049170553125024635,0.8295019833214854
0.1571067593480128,0.005155068780056138,0.06009763758601553,0.7776405342859156
0.04343339997295314,0.1543506771316052,0.03334047824214145,0.7688754446533003
0.0035542491805582417,3.67078617262264e-06,0.027062293592950173,0.969379786440319
0.20201581570148175,0.048551255942285904,0.005574699571891152,0.7438582287843412
0.08381387000881402,0.00405746890769413,0.038880250223781186,0.8732484108597105
0.07047280509888537,0.2894178592622683,0.04444095860959537,0.5956683770292509
0.02562329816173562,0.02396980115625458,0.010949356092099067,0.9394575445899108
0.19304401041727975,0.09333456016074633,0.011413357106475605,0.7022080723154983
0.09931634857172486,0.04839589014665997,0.2073195422694462,0.6449682190121688
0.025194232764611517,0.22393592241384958,0.03442615091521001,0.7164436939063289
0.1991187440000673,0.001769648462538037,0.03698124043235846,0.7621303671050363
0.00325120308326737,0.2314045259367697,0.0013785756149614823,0.7639656953650015
0.0005866324925931874,0.001983545845445524,0.010794821555668927,0.9866350001062925
0.30812851177413364,0.01465248683221156,0.007204557021478585,0.6700144443721762
0.0003465003699712743,0.11527161727192788,0.020930434190005034,0.8634514481680958
0.05117621651649614,2.7611532067611334e-05,0.0822687966690711,0.8665273752823651
0.1666035434072384,0.06347307952739821,0.0002236013645706064,0.7696997757007928
0.050521584992449665,0.19912593961430505,0.00015680153886418985,0.7501956738543812
0.007126541718974093,0.1743000319871385,0.025048860326647885,0.7935245659672395
0.20535972495517718,0.05492256186656665,0.06334681916367893,0.6763708940145773
0.044011854800148194,0.002109996804026959,0.001896515133424904,0.9519816332623998
0.02414984080800819,0.03364606557888365,0.07470406516139193,0.8675000284517161
0.0016732936097966088,0.11630932880768438,0.03116044778197001,0.850856929800549
0.018378083528194093,0.005452058775408104,0.07693088860297852,0.8992389690934192
0.17792988365014392,0.012498195798794517,0.02757080279667774,0.7820011177543837
0.002036311149706486,0.005251135015897009,0.0011815516380290075,0.9915310021963675
0.09632077013534246,0.002481395709505051,0.02058058341262258,0.8806172507425298
0.04662354724294253,0.008817189012966216,0.08809019456175717,0.8564690691823341
0.09824324321482289,0.0385835447876888,0.04595180876089674,0.8172214032365915
0.013026748448121411,0.00045082353048057325,0.026129044334463645,0.9603933836869343
0.2488247289633811,0.030857131968160673,0.006394622364797168,0.713923516703661
0.00038465378793385395,0.05980101102101713,0.02414147577058136,0.9156728594204677
0.08334452242060711,0.06416765874609226,0.06558958457245302,0.7868982342608477
0.012679708803547794,0.0031212465211933067,0.38429062777413225,0.5999084169011268
0.03487775450155157,0.11045968590821706,0.2230316974382843,0.6316308621519471
0.00032636561312893874,0.028219460464841813,0.0523714503519593,0.91908272357007
0.03250696146418545,0.06339632637337589,0.09359688541757091,0.8104998267448679
0.12186094471331983,0.004450756655056897,0.010937968071124921,0.8627503305604983
0.17442035216125207,0.013514103069525205,0.07854845589460852,0.7335170888746142
0.04533776999557847,0.1572497400352046,0.04650731491559052,0.7509051750536265
0.0003905111960103494,0.009397472780091405,0.14900374598333826,0.84120827004056
0.005665013003910525,0.008213208506715924,0.010039105773347884,0.9760826727160257
0.25777574837653794,0.009779507429450088,0.0028603977604857336,0.7295843464335262
0.029614398626926785,0.0399040164465561,0.02854499610617617,0.9019365888203409
0.14721224040753214,0.0029190411092933238,0.12112714108560531,0.7287415773975693
0.022359642133001786,0.12182383565727603,0.2603326388600351,0.595483883349687
0.007995539384378417,0.029770520508502697,0.017048635489630367,0.9451853046174884
0.00576448040657434,0.016648463900228522,0.026953042499664213,0.9506340131935331
0.05168202346403101,0.004565516408711381,0.06492224273827037,0.8788302173889871
0.007280275484910086,0.013390600018214675,0.11640759465699178,0.8629215298398835
0.134193932595988,0.046980568534788186,0.1014264606063372,0.7173990382628866
0.004351213905571096,0.056169587411741315,0.09995867001682002,0.8395205286658676
0.04714954266179756,0.04429146386222136,0.3133397585767812,0.5952192348991998
0.08842273906359174,0.033752301198585785,0.12789872504104377,0.7499262346967787
0.04536885056534081,1.5317200255252877e-05,0.0343804081657984,0.9202354240686055
0.0032448530514478453,0.0030734470272904962,0.07906618322548667,0.914615516695775
0.08528426997847684,0.005386540032575984,0.034485950730518966,0.8748432392584282
0.07881302351118592,0.10030335158285836,0.004633722400957904,0.8162499025049978
0.005114866893063557,0.1347345703002345,0.007686630395733402,0.8524639324109686
0.007337673050661895,1.0197471304346625e-05,0.29048764268434946,0.7021644867936845
0.04248964561706763,0.0027646422085776186,0.11056970467542701,0.8441760074989277
0.0008815828942855814,0.030642817124647736,0.03440647416841774,0.934069125812649
0.046871734584127724,0.022107773723107536,0.2552921972341265,0.6757282944586381
0.003123288364157339,0.10678127179894055,0.059386689918308845,0.8307087499185932
0.00015372805473483868,0.026339671501207577,0.3455173383521294,0.6279892620919284
0.07064163540132343,0.29862545540913515,4.991767926588483e-05,0.6306829915102755
0.1858028100037384,0.0382864519446511,0.011435331422423643,0.7644754066291869
0.08026354717814331,0.3565504845580999,0.014391932044033233,0.5487940362197236
0.304023875054937,0.10637999204708247,0.014306757684456297,0.5752893752135242
0.06134767115467371,0.13586517149621397,0.0023607780552631717,0.8004263792938491
0.0023520011150644795,0.0014887224256808274,0.2537490247753207,0.7424102516839338
0.15359696681065957,0.045251585969634425,0.2185217609390993,0.5826296862806066
0.003937475925294559,0.13848643920246592,0.15075577026836884,0.7068203146038706
0.07792299935431267,0.0002243090524455976,9.605653478612725e-05,0.9217566350584557
0.022683741949496246,0.08454836894715186,0.007684439280010518,0.8850834498233414
0.0025579401070461596,0.010750174464847813,0.002040982118755963,0.98465090330935
0.6181062590088477,0.0008899804505046473,1.9381146024405308e-06,0.38100182242604513
0.19560959639973124,0.18386610257334166,0.09096438573293537,0.5295599152939917
0.03494934904964513,0.02206600409277775,0.13958098489720047,0.8034036619603768
0.018804143196046157,0.42311555982880905,0.07763255508543876,0.48044774188970607
0.28248342397089804,0.009056029716765314,0.07805571629013484,0.6304048300222018
0.026667611233444775,0.00496856752120402,0.021907729202357895,0.9464560920429934
0.25795346446468925,0.05964987112586254,0.00688590396680695,0.6755107604426412
0.19594983944977706,0.1624881789662204,0.02052968293961679,0.6210322986443858
0.017749542988900493,0.05854570121842485,0.11520058235995063,0.808504173432724
0.04091457266565306,0.2567099668380352,0.044762405657093815,0.6576130548392178
0.09003239113227102,0.0033526174158939816,0.05656796814929858,0.8500470233025363
0.015988728106503616,0.002541399452443055,0.06004832611526671,0.9214215463257864
0.04035020144567749,0.08219460414135514,0.02199918846848038,0.855456005944487
0.006024356711983989,0.11113817380320945,0.00024149545672923328,0.8825959740280773
0.03580625997830883,0.07921875501110137,0.04173427310862142,0.8432407119019683
0.04581408143575468,0.036574060733332456,0.0014536484896194816,0.9161582093412933
0.03198918146749147,0.06645879386992029,0.2040360308281079,0.6975159938344804
0.005975255868903163,0.05851915525706106,1.2047397280218527e-05,0.9354935414767557
0.013124140615657904,0.1368325725571376,0.12122974680497392,0.7288135400222305
0.15918084699283827,0.049198769166166084,8.659675791609292e-06,0.7916117241652041
0.001384536625265529,0.5869321671419782,0.14205045096601193,0.26963284526674447
0.06132549103771073,0.19028712020241698,0.003639535730625246,0.744747853029247
0.009330985795804426,0.13367519453607535,0.0022087771007836894,0.8547850425673367
0.08765769750514413,0.13499510709984353,0.0005477693502576767,0.7767994260447546
3.546028538820048e-05,0.12470963597183196,0.0003066370430303974,0.8749482666997493
0.5028679037933997,0.006815381808454342,0.00790404719609342,0.48241266720205256
0.40381105321874855,1.5846110228052265e-05,0.12369211007695347,0.4724809905940699
0.005283859248807109,0.0014766380334253768,0.4005999494572501,0.5926395532605174
0.09460376828866096,0.009122414385705418,0.0010965326955022386,0.8951772846301315
0.006513408545947721,0.0038996256737835935,0.04840821571949303,0.9411787500607757
4.26770015346225e-05,0.016392293249176206,0.03922619298431095,0.9443388367649782
0.007827436650277573,0.002022419796006013,0.01378354510384961,0.9763665984498668
0.08619912493563442,0.1080650718616495,0.15694952403623857,0.6487862791664775
0.00016696661570417685,3.3971593490393494e-06,0.23414067100254218,0.7656889652224046
0.013052123825817042,0.0026162532336482724,0.00980348680619231,0.9745281361343425
0.004144520328977151,0.012057458052184555,0.26438892681512816,0.7194090948037102
0.016141477471890004,0.09338838875227912,0.05411186465473095,0.8363582691211
0.036812608156390966,0.2690445534409502,0.00213176940712251,0.6920110689955364
0.17268774554617017,0.18656568940036058,0.017263867228030926,0.6234826978254382
0.0005491321967427301,0.035378122898445934,0.14720200653102208,0.8168707383737893
0.03540851143856488,0.005221154269567917,0.14935642846083713,0.8100139058310301
0.016552232520242318,0.056047096891038505,0.05297763110753651,0.8744230394811827
0.01850820654154437,0.24636964441608433,0.0354893968770278,0.6996327521653434
0.04292126515629992,0.0007123429593476954,0.18502541507109085,0.7713409768132615
0.012846029451843157,0.02140661569126237,0.22271100719956938,0.7430363476573251
0.0027369573957120802,0.43394619783009564,0.0005807348749405506,0.5627361098992517
0.026957658631794883,0.005177684534058382,0.01296137257363001,0.9549032842605167
0.040232159789759296,0.027299621611135205,0.020916912983976292,0.9115513056151293
0.11608253356828062,0.054592131706269906,0.4226379474065697,0.4066873873188799
0.09429628906704568,0.05138686505951135,0.09836041857544968,0.7559564272979933
0.3343248402229706,0.010332439477702004,0.038354562641168544,0.6169881576581588
0.0007686393304182679,0.01022562602891473,0.09280401590808383,0.8962017187325831
0.02738263932780475,2.481335322942848e-05,0.0636068337321986,0.9089857135867673
0.01945514563107434,0.01137805039841698,0.010899296247919705,0.9582675077225891
0.5269115198724067,0.06315988837341564,0.02681930823620272,0.3831092835179749
0.0004196130273578426,0.3102814087558561,0.01594071156371801,0.673358266653068
0.0557291244439932,0.023011654059109522,0.13657826820889074,0.7846809532880065
0.05185494585552824,0.19099596850138195,0.034951119559759644,0.7221979660833303
0.12452056559534706,0.08976329254860105,0.17740174307532808,0.6083143987807238
0.007652723946247263,0.043535935556645755,0.2678204040406558,0.6809909364564511
0.1571392054402729,0.17995866819736536,0.14156050133146447,0.5213416250308972
0.0302904872282158,0.05003128431763265,0.0899061678300066,0.829772060624145
0.03962669932764549,0.18217687305020985,0.12154538619483547,0.6566510414273091
0.0010464225334117002,0.08681754425658429,0.10879600875998399,0.80334002445002
0.017577462094254145,0.10539036784149454,0.2456723639733891,0.6313598060908623
0.024760071957119597,0.07290053150435005,0.09726283494268328,0.8050765615958471
0.14394114391083662,0.012017501296280717,0.379260474417285,0.46478088037559767
0.028810271779543317,0.19007636461922311,0.2259753305713192,0.5551380330299143
0.05191483728480897,0.042374440372002976,0.5452129659815739,0.36049775636161413
0.00034105104567484936,0.08576536957173403,0.009450632726413891,0.9044429466561772
0.049696265501318185,0.0008600559456988877,0.039489971428770324,0.9099537071242125
0.05463429375884267,0.0017488860690746534,0.04055675206957316,0.9030600681025094
0.08086434863068642,0.33514276463909753,0.11463897311677237,0.4693539136134437
0.035978281603854745,0.04341905680919743,0.0003515750874882349,0.9202510864994596
0.08081250600121895,0.028140055209846773,0.08394002826798766,0.8071074105209467
0.01569084813067076,0.01535945757552632,0.007319008755296562,0.9616306855385063
0.024052732052558735,0.16576947225630645,0.11172980163153638,0.6984479940595985
0.0024616068052214163,0.11245704967016505,0.0028793444167222446,0.8822019991078912
0.09744978044750227,0.006273776993620865,0.012776010941289152,0.8835004316175877
0.004472267907737634,0.05369542499751789,0.004068021222917787,0.9377642858718268
0.040774933172648714,0.020162341252512584,0.23213682575199163,0.706925899822847
0.006055059512269056,0.011661004710259357,0.020731809654057146,0.9615521261234145
0.230662847936736,0.04125253653098891,0.005340196818325799,0.7227444187139492
0.17497934212518387,0.06777314210573404,0.011175509115422514,0.7460720066536597
0.29462503557443415,0.027369060122685418,0.05561953153085611,0.6223863727720242
0.007661130693927015,0.2650456033535875,0.12328806971296699,0.6040051962395184
0.2084611145558044,0.17677294058807924,0.17095096034713778,0.4438149845089786
0.0041652055347524575,0.22433981876532533,0.14650966538607416,0.6249853103138482
0.12331616921051691,0.028844061850133572,0.016211930209573608,0.831627838729776
0.28778207241036635,0.017708455239757177,0.051708226600614464,0.642801245749262
0.005678377066757452,0.033928162078399327,0.09670207737079375,0.8636913834840495
0.04087499811233932,0.21288591001189933,0.004947982287960841,0.7412911095878004
0.2061893758043887,0.0012834711746208926,0.1564918126204459,0.6360353404005444
0.0010898811150786877,0.0034298828573155185,0.2242853804729503,0.7711948555546555
0.0038233584431689063,0.005907845904054749,0.00035794781314991454,0.9899108478396264
0.055898401049389417,0.014523353653166373,0.022318920445207786,0.9072593248522365
0.1415222676661402,0.0030568572951147357,0.09033253090816344,0.7650883441305817
0.01100141873394465,0.15130823801069476,0.1285483147614184,0.7091420284939423
0.007964360866349104,0.12472486830753433,0.0037781795357640594,0.8635325912903524
0.01207971199694476,0.012938407949456004,0.01902773258718087,0.9559541474664184
0.03873436739798281,0.0848952269385419,0.02015430167293486,0.8562161039905404
0.003978540885241829,0.019405775719413612,0.323078767728011,0.6535369156673336
0.037908849661869644,0.06502036629527579,0.0001785386948596836,0.8968922453479948
0.00011606425521015512,0.0295826792326381,0.02760211692482749,0.9426991395873243
0.04497872146017383,0.17403596280416622,0.02188163233964223,0.7591036833960177
0.000528576885213099,0.3421669366539783,0.10143560570399979,0.5558688807568088
0.007883169451884879,0.2616620093030918,2.769025653478498e-07,0.730454544342458
0.060333737839193345,0.0011204406756023738,0.14053392855672273,0.7980118929284815
0.09157038867508752,0.0029054896097195602,0.05476001381967931,0.8507641078955136
0.12772247854579855,0.022181965339401307,2.6193846845334262e-05,0.8500693622679548
0.4663032426851215,0.02362136202096986,0.015978466617155813,0.4940969286767528
0.24863345624512137,0.34178181682673087,0.0013747066510958659,0.4082100202770519
0.0018023127700321623,0.12742156640740937,0.029618445841556117,0.8411576749810024
0.151803999011782,0.17343268544809406,0.024856515635388297,0.6499067999047357
0.1425324575287261,0.01992345855415095,0.0009590193287440661,0.8365850645883788
0.001581813813317403,0.16562655711285912,0.00695690349706032,0.8258347255767631
0.35690986977119227,0.20551664227750346,0.11406189931205739,0.3235115886392469
0.008139127980556472,0.14443742393200718,0.3064370270365769,0.5409864210508596
0.08195414797877604,0.17001126644325806,3.183083273631686e-05,0.7480027547452297
0.008991951189808962,0.10021177487668338,0.015368468791274422,0.8754278051422332
0.08201741235097926,0.04723456160117638,0.01843979089528585,0.8523082351525585
0.04993721251316261,0.16892541581021733,0.0406448996400427,0.7404924720365774
0.07045862656070383,0.0022374146664399983,0.004742289404530972,0.9225616693683252
0.05893068883319325,0.12017735851060699,0.13333223663562876,0.6875597160205709
0.11929194941889797,0.013400912135498426,0.017758210125421527,0.849548928320182
0.10962552211236375,0.1636834441423858,0.011145275267801964,0.7155457584774485
0.013317193754607522,0.1550737895490069,0.22703879502616284,0.6045702216702228
0.003581865953178079,0.03146760909976171,0.1937151409248695,0.7712353840221906
0.06611422142139628,0.07486206153146358,0.011986643756470437,0.8470370732906696
0.10948791138921782,0.10086402841725099,0.043130228508715354,0.7465178316848159
0.12857663512279938,0.10832605476266569,0.08608724250383899,0.677010067610696
0.22024945979663405,0.020799293595620206,0.12674715223651545,0.6322040943712303
0.0749673128430836,0.3168086637626235,0.008155506476702167,0.6000685169175908
0.00332734579866121,0.05398372152895309,0.03434864513967099,0.9083402875327147
0.15984960448983318,0.21438470656546446,0.0839972608836909,0.5417684280610116
0.03344763934081706,0.024698659312606022,0.039492590288158894,0.9023611110584179
0.3043440022589927,0.0073682690298226,0.018179048623392702,0.670108680087792
7.81664625858204e-05,0.04341695361806869,0.08988535525898168,0.8666195246603638
0.016874356167089485,0.014042125756042356,0.10946213049290054,0.8596213875839677
0.02677376648244066,0.11188224751377729,0.2986155677900985,0.5627284182136835
0.0643100846277275,0.0039931965557271215,0.43551306411811047,0.4961836546984349
0.0036957426247074755,2.415765924149408e-06,0.2722215701001001,0.7240802715092682
0.07388737910457405,0.02015591993143382,0.14041340251337353,0.7655432984506187
0.032258160133265996,0.02103656705147978,0.12246764742203053,0.8242376253932235
0.1871102941496992,0.04452841917236251,0.00840342506599776,0.7599578616119406
0.2936770489017275,0.019110503917015936,0.08511867146362248,0.6020937757176341
0.0004378877942315682,0.12145551148077177,0.0034032071550925847,0.8747033935699041
0.006537313601454691,0.0006352120499293476,0.215948587998462,0.7768788863501539
0.0009642266971353258,0.0842434858375696,0.022028080061244185,0.8927642074040509
0.15803083554963246,0.07803943994916354,0.08359791920029784,0.6803318053009061
